Asset Number,Device Status,Device Type,Manufacturer,Model Number,Model Name,Operating System,Serial Number,Device Procurement,Start Date,End Date,Additional Information,Assigned User's ID,Assigned User's Email,Assigned Date,Unassigned Date,TextCustomField,NumberCustomField,DateCustomFiled,PriceCustomFiled
cxSd5Qh7mv,In-use,laptop,dell,Xpp4zQ0jVR,dell-model,windows,UWcrolKHzX,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ZMTcnsz8Ge,10,2024-06-25,10
uPDk3WUVBX,In-use,laptop,dell,JJj4DMO2UK,dell-model,windows,aEx4p28ZqR,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2o0bpWIsI5,10,2024-06-25,10
FDzcjZ8QOb,In-use,laptop,dell,OI0QWD8bfX,dell-model,windows,iCKvOcDxkK,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TecFFxUiEE,10,2024-06-25,10
fMAoZres5p,In-use,laptop,dell,zQi0iiL2hP,dell-model,windows,vFRGEMKklu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,FBDwsFjuT1,10,2024-06-25,10
TWDF76rmmx,In-use,laptop,dell,pHA9MEQm9Z,dell-model,windows,aAgS2hxkt1,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,CT1iqgIuhZ,10,2024-06-25,10
RiiR1KaKOu,In-use,laptop,dell,ShmutjF9jR,dell-model,windows,TzuvLNT1Tb,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ANqbJwlGZ1,10,2024-06-25,10
JjZGlC6z5k,In-use,laptop,dell,4BW7gCK1Eo,dell-model,windows,tdmDVZsE0E,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TP75ny8b6J,10,2024-06-25,10
5ykq4cg1oo,In-use,laptop,dell,fV7rSVwLe0,dell-model,windows,0uiy92xXQK,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,XHPaf8hlkz,10,2024-06-25,10
Vy1dV3HgE5,In-use,laptop,dell,3GD6grd9pu,dell-model,windows,Gp1IjJEclH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,FiMqcNJLFs,10,2024-06-25,10
Cwim2Q7Yxn,In-use,laptop,dell,y5e2zIjUlk,dell-model,windows,AXJlyMlImE,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,G1uS24LKW4,10,2024-06-25,10
zHvn4Qak0w,In-use,laptop,dell,tGc4l3FjAz,dell-model,windows,RNyBkoRstk,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,wgG7961Gzb,10,2024-06-25,10
7vVAuWbecV,In-use,laptop,dell,Tyj59WZ5WD,dell-model,windows,UBjrpgiwlK,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,scLnHxnTcO,10,2024-06-25,10
pDSYCMwPRs,In-use,laptop,dell,EE1W6bfKUB,dell-model,windows,cXSsvEZO3Q,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qo7cOMaHS4,10,2024-06-25,10
7YfRLo2AVY,In-use,laptop,dell,kQmvw1jAk7,dell-model,windows,UlGkrdkFvD,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,JIYjpvfITf,10,2024-06-25,10
SUWXoMVqoG,In-use,laptop,dell,QkWmTiboPj,dell-model,windows,WJeQ4DUN45,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Y0lMNIXvVW,10,2024-06-25,10
YlJCKhKGvS,In-use,laptop,dell,ON51ShhRwT,dell-model,windows,xXarHNTMUF,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,M3iezpsMPu,10,2024-06-25,10
OlShvoE2dJ,In-use,laptop,dell,TQEdjkcn5g,dell-model,windows,HcpZJfyZQK,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,UcmlU5dn4q,10,2024-06-25,10
Lq46X6w6GK,In-use,laptop,dell,zFhWzGk4zG,dell-model,windows,EuVLs7Sxc6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,OxlMsa0vbA,10,2024-06-25,10
gmlssWrYAj,In-use,laptop,dell,yB5XcOqTfV,dell-model,windows,4hcXQZBODw,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TFB46iOIfL,10,2024-06-25,10
eAPypOVMkr,In-use,laptop,dell,ec0cZEf58n,dell-model,windows,auqPDM0rO6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,fx6BHtIo02,10,2024-06-25,10
uPFaxTwTzV,In-use,laptop,dell,yDGoMYh38l,dell-model,windows,iuolggOtGm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,BBZQ8zFDW5,10,2024-06-25,10
IYd1wfXmx0,In-use,laptop,dell,PVGUszr5vR,dell-model,windows,x2IlMDdyQD,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,WTa7s7Q2ta,10,2024-06-25,10
BeF0Cqoaxi,In-use,laptop,dell,zOLOCipTqN,dell-model,windows,xBx2zaqNGi,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,RpTctCSE4i,10,2024-06-25,10
IjQs93tCLe,In-use,laptop,dell,h6sKe7lpLY,dell-model,windows,rridDy8CtN,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,s42n2qahFW,10,2024-06-25,10
HDhsFAmJBG,In-use,laptop,dell,eAmbkLIOL3,dell-model,windows,DPyWlsgDIS,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,VH7vlhxBAy,10,2024-06-25,10
ZjPg8eNMhU,In-use,laptop,dell,QBpSbVsYW0,dell-model,windows,CGlk9uAuiC,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,29uE0Mi6UW,10,2024-06-25,10
T5VEP2Zxhu,In-use,laptop,dell,UDAn9HlAJa,dell-model,windows,rpts1WIAbA,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,jYmgVhUxj0,10,2024-06-25,10
iS266pBK6q,In-use,laptop,dell,5gRCPa0yGu,dell-model,windows,isNCR0LQIP,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TdMgPAyVsI,10,2024-06-25,10
t3n90Tx8LV,In-use,laptop,dell,1sbEtQviBb,dell-model,windows,fkzDk3Yxci,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,0eVcMDxV57,10,2024-06-25,10
ZkVPOny1Ws,In-use,laptop,dell,m0ViHFY349,dell-model,windows,qi5GNXIpU8,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lIK0mRVVGU,10,2024-06-25,10
kfspJWGOjp,In-use,laptop,dell,O1qXKM7e6W,dell-model,windows,to6830RutE,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,nH5LjR9F1z,10,2024-06-25,10
kWt9DcxLGd,In-use,laptop,dell,h2zGvNmOlG,dell-model,windows,v9lM7LSW2F,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,BtXWT34e5x,10,2024-06-25,10
b4nWbjhesI,In-use,laptop,dell,Vlbgxk3T5i,dell-model,windows,UG2lmWsoNv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,sP0dPs2PZP,10,2024-06-25,10
N4E8JDkxVn,In-use,laptop,dell,JtEmiq91UI,dell-model,windows,itXebcff4S,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5YTfxXxTUn,10,2024-06-25,10
XXqsmeSz5U,In-use,laptop,dell,uPEuzsX0Ki,dell-model,windows,3CPfWkXqzP,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,G3uUlE2WW6,10,2024-06-25,10
1FHK25DdXe,In-use,laptop,dell,A9r97FnjQk,dell-model,windows,nVbrsh8yp0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,nVo5nYyQqZ,10,2024-06-25,10
ArWvfcSq8j,In-use,laptop,dell,OYGr7NBUkl,dell-model,windows,ETDFpuX4x3,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,tkIPx1KLua,10,2024-06-25,10
MfufDXVnCR,In-use,laptop,dell,Ihx1GgUpBO,dell-model,windows,ARqxDNVx9W,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,jqkPzHNYKB,10,2024-06-25,10
et1mErK1y6,In-use,laptop,dell,gAaeHMpEF2,dell-model,windows,8w2TjKhDOY,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,A7t9sh5Sna,10,2024-06-25,10
R7xFxmdkX2,In-use,laptop,dell,DxIzpQwXws,dell-model,windows,47SxZ594dy,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,gSSQwEYKst,10,2024-06-25,10
xqURKNWWUM,In-use,laptop,dell,9BxJhNCZji,dell-model,windows,zPCN1YjAoy,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,dktN9JwfkM,10,2024-06-25,10
ANKXjFziDR,In-use,laptop,dell,QiNi6CurgD,dell-model,windows,d0E2IFhIo7,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,BekC7DHSC9,10,2024-06-25,10
YVdX7Gz0m7,In-use,laptop,dell,dSKxxEX7fi,dell-model,windows,xl7njXRTod,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EZdduAEKzd,10,2024-06-25,10
jCTiiydCLl,In-use,laptop,dell,6SigE82rfU,dell-model,windows,vMCKoV13wT,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4M2QNFGShL,10,2024-06-25,10
6la4P38k4t,In-use,laptop,dell,dFzB08a2t5,dell-model,windows,u2EXQxBQfj,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,VVghA0iQMT,10,2024-06-25,10
01Fo3tJB5W,In-use,laptop,dell,x9q5TSJcvL,dell-model,windows,NMBdQbNyzT,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,zsTDmU5LW4,10,2024-06-25,10
IdNhORM8tQ,In-use,laptop,dell,03BIcl4X3I,dell-model,windows,2uEjoHTkgQ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Ffh6dddpWj,10,2024-06-25,10
dM07LwvQVm,In-use,laptop,dell,wcQnL3kXcF,dell-model,windows,5CYPomoDDd,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,sseLHbuD6S,10,2024-06-25,10
dbUcUVxb4T,In-use,laptop,dell,ldGtoPYAgJ,dell-model,windows,CulHYGHmlQ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EZA9EShbNE,10,2024-06-25,10
oPyC52QYHV,In-use,laptop,dell,aCMjEzPvvp,dell-model,windows,kVm7ssVAJz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,du2n3NOg44,10,2024-06-25,10
QyHDkaL2m7,In-use,laptop,dell,ULKsSrBLWj,dell-model,windows,BxjtPZHAO0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,M8vmNnYMLl,10,2024-06-25,10
CBBTv2szIk,In-use,laptop,dell,VS5ruvEDyL,dell-model,windows,j5zF4NfcmY,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,cvyPf1D7vQ,10,2024-06-25,10
d2lurSbNzr,In-use,laptop,dell,rQPjkzW6Vn,dell-model,windows,hyBOviznbg,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TrTigPM3Lt,10,2024-06-25,10
A0fUEuulkv,In-use,laptop,dell,7PDasSFvJT,dell-model,windows,8GZbPzjb2E,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lUM7hvDSPn,10,2024-06-25,10
392nRtdN5n,In-use,laptop,dell,j3BaNOy8Ic,dell-model,windows,vCws0q2Dzv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KZMfi4I6O4,10,2024-06-25,10
yV0mnSyRMY,In-use,laptop,dell,KiAYgdXxKe,dell-model,windows,GYvQ35hHk5,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,r6oYDcr5XE,10,2024-06-25,10
CikPwm4soY,In-use,laptop,dell,qCPQpjKSVi,dell-model,windows,hmzyA1MaVy,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,YFb4CgGOoV,10,2024-06-25,10
k37MgfyQ9B,In-use,laptop,dell,OHWSwmWRuF,dell-model,windows,rxs9xDsFkT,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,kPmivzi7aM,10,2024-06-25,10
SSEuw63azS,In-use,laptop,dell,cE89EgiZ4o,dell-model,windows,E01nelABRm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,FVVNW3ONUA,10,2024-06-25,10
RYuzSzWBT8,In-use,laptop,dell,u1Cd4OHkgB,dell-model,windows,W10BVexaxl,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,IjWnhuv8B0,10,2024-06-25,10
A56jfkIMGI,In-use,laptop,dell,Vj1UYjz6Eg,dell-model,windows,ofYKMPyoRB,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lRCJp1bwB4,10,2024-06-25,10
bDgA2DzeDY,In-use,laptop,dell,CbkLFxUbee,dell-model,windows,D0lELvhqTr,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5p1gLnmQAy,10,2024-06-25,10
t5b9qRHKuw,In-use,laptop,dell,yuwobbRSpM,dell-model,windows,wEiRJtefSz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,PsZaIA0tOF,10,2024-06-25,10
sUAm4Wc4kl,In-use,laptop,dell,TavJOKzj1W,dell-model,windows,rRAczssLaq,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,frQgfF21dJ,10,2024-06-25,10
JTr59BMNxd,In-use,laptop,dell,KzCWfq1ocF,dell-model,windows,IFwlQCxRGW,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,u0KoYsA6d9,10,2024-06-25,10
bB0wUEu0eC,In-use,laptop,dell,OonZ3uT74s,dell-model,windows,28dDBJh944,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4Q0TdpvmeC,10,2024-06-25,10
YB4YIXoPpP,In-use,laptop,dell,1lfoQhC2Ob,dell-model,windows,3V5x77DBEu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Q6g00G1VYu,10,2024-06-25,10
mTM9MOkxSA,In-use,laptop,dell,RJGqhGlINY,dell-model,windows,Bu8ojq0fZu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,GGDCVXHoeN,10,2024-06-25,10
DDqIgqPX3G,In-use,laptop,dell,nNGa6BBDqs,dell-model,windows,Z8pACJBvYO,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2ChJRvkJOC,10,2024-06-25,10
oAnYqtiJxi,In-use,laptop,dell,HJJV5rHRwT,dell-model,windows,Wm9q3u6Z5M,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,d6xHU9CevV,10,2024-06-25,10
VEPPuJr4Qj,In-use,laptop,dell,fEHqpIa8G3,dell-model,windows,7mbjJyUNyT,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,bwZPYjzTRu,10,2024-06-25,10
h0FqAHJhf1,In-use,laptop,dell,pXNwU0wpEm,dell-model,windows,3gaBnF58BL,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2JzBmv5Igb,10,2024-06-25,10
0qphG5oEE9,In-use,laptop,dell,WfxK5VR9Ya,dell-model,windows,mPeDTD0WRD,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Iz5QbJ6jTe,10,2024-06-25,10
RobLA44QnR,In-use,laptop,dell,mjBhn5aDJW,dell-model,windows,IJgUEAynAG,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Ja14s4Tjmc,10,2024-06-25,10
mix1xF2zrK,In-use,laptop,dell,G4qrF3IoXT,dell-model,windows,Sw0qcWWHgK,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,o0VJWPa0K1,10,2024-06-25,10
QnDZmnv29G,In-use,laptop,dell,V60bujBNqB,dell-model,windows,sW2wNp3OSc,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xvpZzJ2UXG,10,2024-06-25,10
z784Uj2trm,In-use,laptop,dell,CQqhGbwwVg,dell-model,windows,NhSIaTgw8Z,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,YXTRmr6MF6,10,2024-06-25,10
PLpLPQnJ7H,In-use,laptop,dell,Uz1eCCfxh6,dell-model,windows,TjEm5Y2VtR,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,IdZjhEVTm2,10,2024-06-25,10
f4qRKwuQR2,In-use,laptop,dell,7hyEAIKkF0,dell-model,windows,c1BZJePZED,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mqdBQ2u9Le,10,2024-06-25,10
CZRsIUVTyF,In-use,laptop,dell,EG1oVokVkZ,dell-model,windows,mL1avKXfco,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EJYoNaioT1,10,2024-06-25,10
rUPY9oHpMN,In-use,laptop,dell,rxdSwvxSfm,dell-model,windows,j1ehZWLmoy,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,VDYW9bZ0yF,10,2024-06-25,10
jHBUIatuhV,In-use,laptop,dell,T5wyoWAyAb,dell-model,windows,rVLiat10NR,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,03XCGdO24q,10,2024-06-25,10
umq4B9V3Cx,In-use,laptop,dell,bjRN9iO9sU,dell-model,windows,ifWouxxJmj,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,fcWx1zzLDK,10,2024-06-25,10
hDaEh7GSwR,In-use,laptop,dell,DlFw1hDrQM,dell-model,windows,aDgQPfE6UM,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,bIYZ0sYfYS,10,2024-06-25,10
4m5Hy9birS,In-use,laptop,dell,A59del3HVP,dell-model,windows,9rqhqqk1Ns,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KdM6teucZb,10,2024-06-25,10
GSNLNlXOVc,In-use,laptop,dell,APTZkW9VJe,dell-model,windows,6dNrREitIs,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,FD6k6ZIW6x,10,2024-06-25,10
xri8GAXnaX,In-use,laptop,dell,6mKYgNKK7N,dell-model,windows,AJXrXhNjl7,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Q1PZuxkHos,10,2024-06-25,10
sFIinSi8qJ,In-use,laptop,dell,CgK54JEXt4,dell-model,windows,IPPKs2H4C6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xHpMMfpVqP,10,2024-06-25,10
Or6wEH1mfl,In-use,laptop,dell,MaErUgCgoq,dell-model,windows,jWMKiJ3BmV,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,41uW9MbrUX,10,2024-06-25,10
tVh8giBUCM,In-use,laptop,dell,uThdytQZGi,dell-model,windows,Y3EZJthZMd,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,P2qXVkFYGG,10,2024-06-25,10
ekyT81IktP,In-use,laptop,dell,dAKjJ3Zbkb,dell-model,windows,iJ3DY0Cyqu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,wen7TJrMuA,10,2024-06-25,10
CCWJxEPBX8,In-use,laptop,dell,5Vm50EEQjq,dell-model,windows,gMS33SrLDz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Vzhd818JvV,10,2024-06-25,10
W3ae7ei4BZ,In-use,laptop,dell,C3vHgthE51,dell-model,windows,yyfyUlmoBe,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4xNX1WHbxW,10,2024-06-25,10
HUu5I0f8Wv,In-use,laptop,dell,IHtrU786Dw,dell-model,windows,G6NODu8QZj,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,E5SjrC5NZI,10,2024-06-25,10
vN4tYmtopq,In-use,laptop,dell,npzWyRKOUy,dell-model,windows,uiSft5zJZP,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,dIgHy8KBUm,10,2024-06-25,10
2TGf4LdEqU,In-use,laptop,dell,nL1UgvX0cW,dell-model,windows,jA2oywThF2,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4Nqnj4NXxw,10,2024-06-25,10
sJz91EaYkG,In-use,laptop,dell,fvEXi5ayXl,dell-model,windows,EuEZyLG4O0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,NKsjGIxpyb,10,2024-06-25,10
08VU2NWetT,In-use,laptop,dell,Nt0QHHAjOb,dell-model,windows,G8jqrCrC67,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KQ6bjfaVSk,10,2024-06-25,10
TLn6UUn3Rh,In-use,laptop,dell,pGhGy8tbHL,dell-model,windows,HnVClo9Ws5,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5tMtTisfMs,10,2024-06-25,10
2WkKaSx5dZ,In-use,laptop,dell,QrISZGNSTm,dell-model,windows,FgsWCu7072,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,HzGbvPtw6k,10,2024-06-25,10
hV2aruPnx2,In-use,laptop,dell,0NPc8d0mj9,dell-model,windows,mLQ1iUeJGw,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,0JaoVdNIrC,10,2024-06-25,10
wUCPsf9CFn,In-use,laptop,dell,iS9Knl1kMf,dell-model,windows,aJYEDE5Ys1,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,gcalJHUa5e,10,2024-06-25,10
KLCwwcXN5z,In-use,laptop,dell,GhpFzyXZqS,dell-model,windows,14HNdkuiIo,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,kmrQwtvQwJ,10,2024-06-25,10
jCHG815wah,In-use,laptop,dell,cBsG5l5SNF,dell-model,windows,fjt3Uip146,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,uo3pP1tmBv,10,2024-06-25,10
OpXrsuT65x,In-use,laptop,dell,HLQxZraPSU,dell-model,windows,bSsXbtu1a0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ZCZ5TI5fVl,10,2024-06-25,10
CKr1hp1zlH,In-use,laptop,dell,8uF4WiY26t,dell-model,windows,fbOIwaI5d4,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2QHZK9x7Of,10,2024-06-25,10
yLtqEazK07,In-use,laptop,dell,jMCXu37wrr,dell-model,windows,QUiJWiwKSy,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,almu85jVGL,10,2024-06-25,10
MK8MpyLkhF,In-use,laptop,dell,Jf2FbTkJ1G,dell-model,windows,ZXhTOFakQA,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,uhAxQLGD7N,10,2024-06-25,10
UlKdaazOPT,In-use,laptop,dell,TWTy7Th9Bu,dell-model,windows,67GzIqAHws,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,T0xFj1HeNN,10,2024-06-25,10
qTJ36MVRoR,In-use,laptop,dell,XtKRgT11Br,dell-model,windows,7gdDxK7JUu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ztwSzmkYDA,10,2024-06-25,10
SsnKThlwGV,In-use,laptop,dell,2jmDFsQZzi,dell-model,windows,VHtOuudyGW,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ICpJZIubta,10,2024-06-25,10
yqwwO50Cb4,In-use,laptop,dell,G7FeK3gxUR,dell-model,windows,43fITlfZGU,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,o5HEdRHKt5,10,2024-06-25,10
kCxrXVeHGo,In-use,laptop,dell,kkUsFxzbeR,dell-model,windows,nem0DESfla,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,R3KOSEMm54,10,2024-06-25,10
0IX4bptEKG,In-use,laptop,dell,5bikF7e7tw,dell-model,windows,txEaGmgjQR,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ewlBpatgvN,10,2024-06-25,10
GvLtZdFgN9,In-use,laptop,dell,JQ43kr0aAJ,dell-model,windows,m7Hq6K5TSK,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,tqYRSE8o6J,10,2024-06-25,10
ZfTypiEBBa,In-use,laptop,dell,6T9bZDcoVd,dell-model,windows,U53DrOAiym,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Goutymkymc,10,2024-06-25,10
0e2S8zytY7,In-use,laptop,dell,92ecx3MUOn,dell-model,windows,2uEmmW8XPs,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,6ujM6PWwOL,10,2024-06-25,10
5kVscaKfGr,In-use,laptop,dell,Vp8NKL9sf6,dell-model,windows,8KwEpKTLKV,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mbYNu3YumE,10,2024-06-25,10
kcOz9dAoTQ,In-use,laptop,dell,HBJRXpAVSY,dell-model,windows,fKptXH7xia,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ECJids0xMO,10,2024-06-25,10
gCcbWZxvgk,In-use,laptop,dell,g5M3Vjvc6B,dell-model,windows,H8S1QqWQt2,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,DU6KX1utai,10,2024-06-25,10
UGiwMIgt7K,In-use,laptop,dell,V4QZDzBrMJ,dell-model,windows,tzzVbnASEz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,gPErYlamqr,10,2024-06-25,10
Y3miiaWbpK,In-use,laptop,dell,H1qkcZFxG6,dell-model,windows,U44hhnlJ8F,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,cWtgvDUzqn,10,2024-06-25,10
AmP1goSYqw,In-use,laptop,dell,vm1qsGUzip,dell-model,windows,hjDudgxN3E,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,wU1n3in95u,10,2024-06-25,10
foFyKE6J8J,In-use,laptop,dell,haHJlMMVkB,dell-model,windows,kiyfjUFw6L,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,8fN0C6eZ3S,10,2024-06-25,10
YTinnkurYm,In-use,laptop,dell,chu0wXBtJh,dell-model,windows,XNo5ISR6wW,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,sWkEz3HBYx,10,2024-06-25,10
6BjK23IHVq,In-use,laptop,dell,zo0CrLDSzQ,dell-model,windows,oTvTPOEeJI,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,8D3tZfemrz,10,2024-06-25,10
vQzBfrlr9w,In-use,laptop,dell,VzHSat96Oz,dell-model,windows,eY4kd0t4U0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,RxifyDMnTu,10,2024-06-25,10
oXshvRRFv8,In-use,laptop,dell,ZsGzGpxKgF,dell-model,windows,9VTSxmWlXL,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5846xBRUsD,10,2024-06-25,10
