Asset Number,Device Status,Device Type,Manufacturer,Model Number,Model Name,Operating System,Serial Number,Device Procurement,Start Date,End Date,Additional Information,Assigned User's ID,Assigned User's Email,Assigned Date,Unassigned Date,TextCustomField,NumberCustomField,DateCustomFiled,PriceCustomFiled
Abb7qE6X03,In-use,laptop,dell,wfgk0StmYT,dell-model,windows,WbYG0kEE9k,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ca7O0EKzEO,10,2024-06-25,10
HOhHqzXoas,In-use,laptop,dell,seZV7VqKsm,dell-model,windows,iDxIdjRQbk,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,g53dN1BbWV,10,2024-06-25,10
NuBPVarnJD,In-use,laptop,dell,GZITyoj8Ou,dell-model,windows,8eVRQcMyrc,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ocEujzyBqC,10,2024-06-25,10
21uoMZSYdf,In-use,laptop,dell,xkL6AN7wIg,dell-model,windows,u8SYuxY6Y0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,duZ0ggUStT,10,2024-06-25,10
lbmOq5ujUk,In-use,laptop,dell,Dnwr8NGL6k,dell-model,windows,kCWroIknFw,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,W6eoiTjFej,10,2024-06-25,10
xBI4Frxq31,In-use,laptop,dell,VOJsmRasq2,dell-model,windows,EZzbkgp8LZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,avjjtcutxL,10,2024-06-25,10
M7HYul9lBp,In-use,laptop,dell,QJCY2AAZLq,dell-model,windows,KRdBXtQwv7,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Gch1ZtfZki,10,2024-06-25,10
L16Ic5fZYQ,In-use,laptop,dell,DpBzymx5s3,dell-model,windows,OsK2DZ362w,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,QA88MMQ7RH,10,2024-06-25,10
XsTR1dxnkL,In-use,laptop,dell,Eqe01KMlly,dell-model,windows,Klh0Xzxtmm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,cvaw3870m9,10,2024-06-25,10
5QrIpUI6oI,In-use,laptop,dell,SWtm5jHokg,dell-model,windows,Z0Mi0kiEU0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,zQN3gbB7Fz,10,2024-06-25,10
l6oeiyuIsS,In-use,laptop,dell,LehF75mASy,dell-model,windows,3D7kgLmwYy,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Yvmaen34jt,10,2024-06-25,10
BdJ9s8LBgS,In-use,laptop,dell,zL93gH1JCe,dell-model,windows,NDww0LA6Hn,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qr9idMqlvq,10,2024-06-25,10
HJ6sZHKDGf,In-use,laptop,dell,7PXKtINOSH,dell-model,windows,rLEdFZKNxh,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,dDk6VBVeo0,10,2024-06-25,10
BxVIRW5X0E,In-use,laptop,dell,JvKIfGR5an,dell-model,windows,MOh3RnmwJa,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,duygw8mnxg,10,2024-06-25,10
VJRjsfhQpZ,In-use,laptop,dell,pt8gMZPXkK,dell-model,windows,vOP2hb9qLy,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,l4P7bpfFxs,10,2024-06-25,10
2m626xi0PJ,In-use,laptop,dell,pRBXtzATJv,dell-model,windows,sOGi2LTIGC,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3BdEWAAzTn,10,2024-06-25,10
ACfYGpBlpj,In-use,laptop,dell,Rvz1biefPw,dell-model,windows,c0aZsU4kC9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,e9AnRgEyDP,10,2024-06-25,10
TcN29CVAs6,In-use,laptop,dell,9EwaKQIyn4,dell-model,windows,QLsBqCHWA2,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,y7Ro2eIKkV,10,2024-06-25,10
DAYcKWalxF,In-use,laptop,dell,oTqQs0D2uR,dell-model,windows,LmrGxmmeIN,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ZhYcsCbG9X,10,2024-06-25,10
lkhlP9kmd6,In-use,laptop,dell,jECIwHwwtr,dell-model,windows,Ur1lpMW46e,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,We9fFAW2fE,10,2024-06-25,10
rvV2rlDeSF,In-use,laptop,dell,UUwpD125VY,dell-model,windows,FqvY3XjYEJ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,9pgmTe8uPy,10,2024-06-25,10
z9MUiTPZWB,In-use,laptop,dell,TDrIdTdfk7,dell-model,windows,proiJn4rQ4,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3qDvM5ZUWy,10,2024-06-25,10
nbazCiBsyy,In-use,laptop,dell,IUHW2IwQs8,dell-model,windows,HxSDvMY1aI,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mIAWJof4Fv,10,2024-06-25,10
kF6f4PSo8h,In-use,laptop,dell,NnE5wRGm5n,dell-model,windows,irtq8YWTfe,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,M5cvQR3De1,10,2024-06-25,10
PDoQIxpN3W,In-use,laptop,dell,BSRkdQInKW,dell-model,windows,9AVsC8OyLf,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,LWKaKtYsA6,10,2024-06-25,10
F1QboPJeQm,In-use,laptop,dell,Sm5ku3SdTA,dell-model,windows,kErdEuuLkx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Ic1yKDnBPO,10,2024-06-25,10
mmMHyUCRoF,In-use,laptop,dell,QvgdLXYto3,dell-model,windows,9CAFxpfbQo,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xW312Y5rpA,10,2024-06-25,10
oX6UZdeGOH,In-use,laptop,dell,YnVw7kyGMU,dell-model,windows,LRmBF3E3NZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,1GziJNINuo,10,2024-06-25,10
HLex9wUKPf,In-use,laptop,dell,RP7YMKtYzs,dell-model,windows,ZM5QNXuCxL,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,BVcg3P3i6t,10,2024-06-25,10
9nUwOzKcTd,In-use,laptop,dell,Ejgn0FYQGv,dell-model,windows,yLRNegJyxZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,nMGbsSnS5K,10,2024-06-25,10
B0hYxZQmFv,In-use,laptop,dell,cjcV0wgW3r,dell-model,windows,UDct9jhqJZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,8ZmnXc9Rym,10,2024-06-25,10
6Ha3otbTOb,In-use,laptop,dell,KAN1TyNj9Y,dell-model,windows,Z5gqzMGiyD,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,wZqsl0ejzF,10,2024-06-25,10
kz0C00S3gD,In-use,laptop,dell,orlPRfWobb,dell-model,windows,7fuw8oU8jM,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,piafM6HB1L,10,2024-06-25,10
pKZknXt9Np,In-use,laptop,dell,nJdF5tpHdk,dell-model,windows,BfipjBS45m,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Fjikbx2jdN,10,2024-06-25,10
lLLB0ft3fx,In-use,laptop,dell,W9TxmCkcDg,dell-model,windows,yGoQ8n8Uye,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,DKvKDYFqlj,10,2024-06-25,10
dlAvv9WiD0,In-use,laptop,dell,FpOcgK9uV0,dell-model,windows,6BIqnpeeTe,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,VQBpad1gJ4,10,2024-06-25,10
aw6jndTe7k,In-use,laptop,dell,z0UgKbEL6n,dell-model,windows,mh6MrSvEP9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,b2f9NqNNuL,10,2024-06-25,10
LvlAWbbF1R,In-use,laptop,dell,ybEdvqBMz7,dell-model,windows,CABFwGrBL6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,E3tCpYMTJ6,10,2024-06-25,10
rMAFAxglN6,In-use,laptop,dell,2lmfWJJbJw,dell-model,windows,Hz4bksHUIy,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,B2olg3PcYe,10,2024-06-25,10
iHDU2AesAe,In-use,laptop,dell,HTnXhTDcOl,dell-model,windows,C2NUcL6gsV,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TJfwqi0zq1,10,2024-06-25,10
K7QwSYncVU,In-use,laptop,dell,H826smCUhJ,dell-model,windows,XXBwVat6KB,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,fckBobjvrd,10,2024-06-25,10
MchAKywnix,In-use,laptop,dell,tcxQFvVfQd,dell-model,windows,8lkkZ7CpcH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,uUXHEOsiUZ,10,2024-06-25,10
F0y1wJMjHi,In-use,laptop,dell,fmKMESAKqi,dell-model,windows,cJ9BkiaG8y,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,XspNVLGFRh,10,2024-06-25,10
XHevxAqlGi,In-use,laptop,dell,qu1twHKss2,dell-model,windows,cNFF8UsGUm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,bbb41W27H9,10,2024-06-25,10
lwJgPdqsgZ,In-use,laptop,dell,rdzKe9kO8n,dell-model,windows,HMtxZdRc4j,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,1Km7w24XFP,10,2024-06-25,10
LrnL0m0HWP,In-use,laptop,dell,uyrIgmtvv9,dell-model,windows,NNtXcyG9h9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mekk9Df6QS,10,2024-06-25,10
8wsEvysL2L,In-use,laptop,dell,kV1dxHYIzg,dell-model,windows,pq8kxg85LS,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,YyMcwifgQl,10,2024-06-25,10
NJwHXfNRpJ,In-use,laptop,dell,wWX4jYu0iy,dell-model,windows,nEFF66Ga5b,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Sgrwynf2Mt,10,2024-06-25,10
l58M6d1dxH,In-use,laptop,dell,RDiPrrwySF,dell-model,windows,eqLUDW9cdP,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,cgriQC4tst,10,2024-06-25,10
VTlQ5NPR9y,In-use,laptop,dell,9sT30F3CB7,dell-model,windows,xijkTqeQ3W,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,8eAzEa92ub,10,2024-06-25,10
9N4ek7kFNE,In-use,laptop,dell,4QaYfFRZ0Z,dell-model,windows,mUCOztpP5I,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KQE0E4jiSR,10,2024-06-25,10
vKgPZ2onr5,In-use,laptop,dell,FBALMBL7EL,dell-model,windows,jnhyJx8hHe,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,IsZN6WmZWv,10,2024-06-25,10
c5aT7bfPE8,In-use,laptop,dell,jUZOeS13Pq,dell-model,windows,ONb2O7dBtu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ec2EgAIin9,10,2024-06-25,10
HFJZZSeRte,In-use,laptop,dell,j9Bny7Iitu,dell-model,windows,h9mLcAvvh6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,1qtRliq5dk,10,2024-06-25,10
CZIKlKKh4c,In-use,laptop,dell,QjEpVFqghX,dell-model,windows,POLWKnFjBQ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,YNybgJgNUG,10,2024-06-25,10
XAThLZu1Hw,In-use,laptop,dell,bUCH4ThXss,dell-model,windows,OxtmD4JUtE,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,U2UY9GnVBw,10,2024-06-25,10
BV65bVtZxu,In-use,laptop,dell,k4999J663B,dell-model,windows,i6cq0EsAdz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,0jPAcXNy7o,10,2024-06-25,10
ueLotAlgJD,In-use,laptop,dell,C3j4T5evSM,dell-model,windows,58XlQ54gs9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3u3IMNlMvI,10,2024-06-25,10
gRMwvUeEN1,In-use,laptop,dell,0B2pPRsLMi,dell-model,windows,mUlydlB0ag,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,kystz5F8Rb,10,2024-06-25,10
dW1xgSruiT,In-use,laptop,dell,i2xbusLIfv,dell-model,windows,7PIjk42DUD,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,WJxKtfxcRv,10,2024-06-25,10
bFJfTx1h4m,In-use,laptop,dell,q88WJQdko9,dell-model,windows,gwk7gl92XW,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3rNM2tnGDg,10,2024-06-25,10
Ic5EX5zp2t,In-use,laptop,dell,Wzvisnvnqd,dell-model,windows,aoPH5lupn4,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,eOQhLlFUvP,10,2024-06-25,10
ZSNvXkfzcI,In-use,laptop,dell,8AMES7TYo9,dell-model,windows,Z2NEGD8Wel,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Prj60O9pyD,10,2024-06-25,10
WPBao9hD4h,In-use,laptop,dell,XKNiSWeCBr,dell-model,windows,R5DpHtVlsa,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5mqjV12eZb,10,2024-06-25,10
b3meRtd1ar,In-use,laptop,dell,iZqK6Tpa6p,dell-model,windows,WLVmXplocz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,vVpCN7SKy1,10,2024-06-25,10
6RkAirQM5u,In-use,laptop,dell,W61M5DvTmZ,dell-model,windows,PMaAXBfyXs,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,0UyF57j83C,10,2024-06-25,10
LDPfvvEl64,In-use,laptop,dell,kfZUQSJLLD,dell-model,windows,xo4sIu1sgF,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,u9gMQGibR7,10,2024-06-25,10
gU70VDM1id,In-use,laptop,dell,KdDjr52Ts8,dell-model,windows,BxxOKEjSlm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4tOMpJEAGp,10,2024-06-25,10
CUEvIZM5oP,In-use,laptop,dell,R8TLmVGGKr,dell-model,windows,ruQebkwmMu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2V3QjXW5pc,10,2024-06-25,10
qhvqlgvv9S,In-use,laptop,dell,nKbFmtVgeO,dell-model,windows,EP50BX420o,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,aVs6FQDQGF,10,2024-06-25,10
SdkXrPZhTm,In-use,laptop,dell,93v0aayDlv,dell-model,windows,J8S6ipjaTP,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,tVNXDJPP5t,10,2024-06-25,10
HEIcsFEwiJ,In-use,laptop,dell,gVucWF9bBE,dell-model,windows,bhKcdD7JC2,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,n9ucOv6vBi,10,2024-06-25,10
HN7ljpsOWO,In-use,laptop,dell,bo1hQhx4aq,dell-model,windows,0qSnr6iFur,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,C2OjZRkStx,10,2024-06-25,10
6gXUhwjXb4,In-use,laptop,dell,g4AJQ6rekh,dell-model,windows,FDwldtESgF,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,NDLxDjEIOm,10,2024-06-25,10
zyvMxY18qa,In-use,laptop,dell,SKZVluse4H,dell-model,windows,hClvSpcxCo,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2iBNLt9su4,10,2024-06-25,10
oaxZ3uDpLW,In-use,laptop,dell,Fe8ZjpE0Xg,dell-model,windows,szWMtlVmEW,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,MSG7i3PjF1,10,2024-06-25,10
L3QwcKvFKx,In-use,laptop,dell,kfhoZObATY,dell-model,windows,qnquNdLg9t,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4n3rku4oFT,10,2024-06-25,10
QAD4Bb2FNO,In-use,laptop,dell,mc8rfnlPsD,dell-model,windows,4LnfvjvAA0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,iyalr6X3G7,10,2024-06-25,10
keiLmHGvr7,In-use,laptop,dell,UFScChTab1,dell-model,windows,OUZN6SZD25,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,dG1HL8QFak,10,2024-06-25,10
H5fWhQcUrJ,In-use,laptop,dell,p7CS9HczPM,dell-model,windows,vsefWO85eQ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,o4WKDeAKED,10,2024-06-25,10
5nyQx1s9YR,In-use,laptop,dell,mWCHZflhqE,dell-model,windows,CDGjWd3Koy,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,32yRilKdU3,10,2024-06-25,10
mJoUWxUiLu,In-use,laptop,dell,x68ttwYuid,dell-model,windows,0PDEPv4Sfj,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,N6dJjobR1J,10,2024-06-25,10
D7RFmnyten,In-use,laptop,dell,NOruW0kjN5,dell-model,windows,M3TaCUhpDl,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3cnGF9gpNL,10,2024-06-25,10
O5GOSbzfHN,In-use,laptop,dell,wK0tk6LK0k,dell-model,windows,Wsg9nOYjjJ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,PnLqTzBo3O,10,2024-06-25,10
5vR0eMUg7N,In-use,laptop,dell,9yZ22vTXCM,dell-model,windows,EIe2SSUydP,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,REgiCM2Hya,10,2024-06-25,10
HCJCQ3cNtR,In-use,laptop,dell,QAiJZKfEhJ,dell-model,windows,OLFccxCT35,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,vbJNHIq7VH,10,2024-06-25,10
e5GdHkoTsm,In-use,laptop,dell,scZeCo92Iu,dell-model,windows,E3Z1IEzG02,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,GfpBIKATk8,10,2024-06-25,10
uMNBXjQQvC,In-use,laptop,dell,NS9wyWDGZ3,dell-model,windows,JwCo9z9xz9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,hQyLdep1K6,10,2024-06-25,10
PyxSY4vLW7,In-use,laptop,dell,yN635sOgv0,dell-model,windows,gT1YKSeZHC,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qx399U1ZdL,10,2024-06-25,10
FUXTeJVglS,In-use,laptop,dell,3dOQjhf9RN,dell-model,windows,o3yodrKowC,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EfTrmSju2f,10,2024-06-25,10
e92cqP67F3,In-use,laptop,dell,WD4aUFhlNo,dell-model,windows,cewuvvcHhu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ZUKgYFpQcg,10,2024-06-25,10
Pp0lSbbxUB,In-use,laptop,dell,9tYvBIR5ve,dell-model,windows,PNMwNjauIq,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3MZm7p3VFk,10,2024-06-25,10
6mjx5y30kP,In-use,laptop,dell,xtPnZX2dok,dell-model,windows,CK84qJ4rip,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Odm0q6Ddbs,10,2024-06-25,10
Qt2fTbBext,In-use,laptop,dell,KPhcaehKkD,dell-model,windows,U77Ji6XQsQ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,o3F9tJfREq,10,2024-06-25,10
4UXu9kgYXT,In-use,laptop,dell,aHrqdCwZdT,dell-model,windows,suV4g6w43j,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,s0ECCbIbTa,10,2024-06-25,10
KUylrqGZQM,In-use,laptop,dell,Ak1fuI7W2R,dell-model,windows,44Epb9XxmG,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,I8smCooooh,10,2024-06-25,10
6QjCOHaduJ,In-use,laptop,dell,AmG2pvr6ho,dell-model,windows,EskglN9A0t,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,RuLZwxebhI,10,2024-06-25,10
GwhBQC5x29,In-use,laptop,dell,1EBth7VQ54,dell-model,windows,F22ZX8WDZl,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,86jTfAhU2F,10,2024-06-25,10
imcizyNvzh,In-use,laptop,dell,TuvfbjBX4N,dell-model,windows,a33J7jvT5L,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,tJLSlHWbul,10,2024-06-25,10
bXbrW8CKHn,In-use,laptop,dell,6EFogyTUdW,dell-model,windows,v8nlmAxVIT,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,fYkaLYkIZR,10,2024-06-25,10
IPWwjYscT8,In-use,laptop,dell,EAxAM985pp,dell-model,windows,TDU2TPlP9I,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,8vuPR56ncm,10,2024-06-25,10
KfHf73rubI,In-use,laptop,dell,IBPFIqpUyo,dell-model,windows,EzsKPuhpwJ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,9KMeHPOezf,10,2024-06-25,10
7bpNvBu0oL,In-use,laptop,dell,yRCC5zQVRK,dell-model,windows,2jIVsAHLie,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EBVldmc4Wy,10,2024-06-25,10
uRvsy41Xmu,In-use,laptop,dell,odGG04Oiwj,dell-model,windows,09vUG8UbV6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KybuwIBJFB,10,2024-06-25,10
xD0x7tfocs,In-use,laptop,dell,G1f0MR9tyL,dell-model,windows,NaN15fUwqs,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,M3oJp0pl7N,10,2024-06-25,10
tqnP7JRdBU,In-use,laptop,dell,lwFhIK31iz,dell-model,windows,wC2FcFGgrZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,b9FLMAQKjv,10,2024-06-25,10
hB1NrNpGOc,In-use,laptop,dell,eo50fWWYdn,dell-model,windows,kLTFDi45Yt,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,F3kJW7Rnx6,10,2024-06-25,10
AZKawcMwoJ,In-use,laptop,dell,QjwS8zHUaX,dell-model,windows,5F4zIYto35,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,kVQOIpTMYj,10,2024-06-25,10
0EYUlA4wXB,In-use,laptop,dell,Zg3zYdVR1Z,dell-model,windows,OzwCSuYUQv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3EOX83ux84,10,2024-06-25,10
8Aray0RNX0,In-use,laptop,dell,Jen0t4OYbb,dell-model,windows,yjS42HQlnd,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Jy9DfBWLhi,10,2024-06-25,10
7w5FIqeAT8,In-use,laptop,dell,CoC7BeQ7dp,dell-model,windows,ut8le7zdey,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3VAkDvAOL9,10,2024-06-25,10
zcoaveyzZO,In-use,laptop,dell,PrfJGqowVS,dell-model,windows,0VaAM2Tt1V,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Mei0C4PzXB,10,2024-06-25,10
QNy7bivESz,In-use,laptop,dell,UOOq5u8etr,dell-model,windows,KXoe1Pbr9v,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xp9cpTbmon,10,2024-06-25,10
CJBnSewN4j,In-use,laptop,dell,LemVRH3FFI,dell-model,windows,ebsadDLdZz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,gJND8eRqxW,10,2024-06-25,10
lIRJaHrW5A,In-use,laptop,dell,oEVXEhY3rS,dell-model,windows,LzwmTFv5uZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xFjEiVRxDX,10,2024-06-25,10
Ay5xi2ZJIj,In-use,laptop,dell,gH16wI5IvG,dell-model,windows,z3DRYQTzPJ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Qs43kfopTs,10,2024-06-25,10
krm7Qqu5lE,In-use,laptop,dell,Ztnlu94qGL,dell-model,windows,kjk8S1Cyvk,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,nDicaxtpYq,10,2024-06-25,10
V9RN0xjRpP,In-use,laptop,dell,hy07pb7QJH,dell-model,windows,l4l6UNwIZx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,npaPebgS60,10,2024-06-25,10
oMIQkjt6iz,In-use,laptop,dell,xM5CfTi9ez,dell-model,windows,DrhDQdcNrH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,04G6e1ShmM,10,2024-06-25,10
POzWSQaf6c,In-use,laptop,dell,VDZ4u89h7o,dell-model,windows,PY5gunbqkE,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,CkXJeGgn7a,10,2024-06-25,10
fWKVcMypLj,In-use,laptop,dell,vSISf3nuJZ,dell-model,windows,oFb16uJPdp,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,JuH9K1tLYB,10,2024-06-25,10
Uzb5x65Riv,In-use,laptop,dell,FoZJTxYosU,dell-model,windows,w2PY3LKxwt,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,DNGPXvoDqq,10,2024-06-25,10
7WDlzUg4m9,In-use,laptop,dell,4tyfuzDC7E,dell-model,windows,XvufXm7jie,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,diN0ttYjrL,10,2024-06-25,10
b5MaYeP9js,In-use,laptop,dell,n9UXo0byUg,dell-model,windows,uFNZclAseu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,K8eDffTwYx,10,2024-06-25,10
J5aDowOEM8,In-use,laptop,dell,HOC1sQ2JQ8,dell-model,windows,4JKjUhpjCu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,0x7NXnNjEa,10,2024-06-25,10
JbQeI1kcdk,In-use,laptop,dell,iWUBk46rxd,dell-model,windows,tBGK28LrYx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,kLLhwM53Rl,10,2024-06-25,10
Zeam1NOsP7,In-use,laptop,dell,VoGkVcYb82,dell-model,windows,AwsXyBncRd,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xqGM4jwDi0,10,2024-06-25,10
JPRMUdVOUk,In-use,laptop,dell,Atdf9gP7p0,dell-model,windows,icOzRqiL0L,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,uf1dSNrHfz,10,2024-06-25,10
k7P1r6Is87,In-use,laptop,dell,m6JUJnPYY0,dell-model,windows,lnZOFPsbfP,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,vOqzPmElO8,10,2024-06-25,10
